更新时间,#genre#
20260425 12:47

0,rtsp://185.50.56.16:554/neontelvizija,ok,stream
2732.21,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_4378249&response=res&format=mp4&type=convert_url,200,stream
3042.38,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000cqfnlknog65p5u0cnn9g&ratio=720p&line=0,200,stream
3100.4,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000csi2q17og65ogriq3jv0&ratio=720p&line=0,200,stream
3131.33,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cra24sfog65t497nn1o0&ratio=720p&line=0,200,stream
5176.53,https://tvpull.hmgbtv.com/hmtv/channel9cd66b3d5d258b2b.flv,200,stream
13.67,http://media4.tripsmarter.com:1935/LiveTV/BTVHD/playlist.m3u8,200,playlist
14.33,http://media4.tripsmarter.com:1935/LiveTV/MTVHD/playlist.m3u8,200,playlist
16.76,https://raw.githubusercontent.com/suxuang/myIPTV/refs/heads/main/ipv6.m3u,200,playlist
17.57,https://raw.githubusercontent.com/Kimentanm/aptv/master/m3u/iptv.m3u,200,playlist
17.66,https://raw.githubusercontent.com/BurningC4/Chinese-IPTV/master/TV-IPV4.m3u,200,playlist
17.73,https://raw.githubusercontent.com/fanmingming/live/refs/heads/main/tv/m3u/ipv6.m3u,200,playlist
17.92,http://media4.tripsmarter.com:1935/LiveTV/DTVHD/playlist.m3u8,200,playlist
18.09,https://raw.githubusercontent.com/suxuang/myIPTV/refs/heads/main/ipv4.m3u,200,playlist
18.36,https://cbsn-us.cbsnstream.cbsnews.com/out/v1/55a8648e8f134e82a470f83d562deeca/master_22.m3u8,200,playlist
18.84,https://raw.githubusercontent.com/altn2025/iptv/main/iptv.m3u,200,playlist
19.12,http://media4.tripsmarter.com:1935/LiveTV/ACVBHD/playlist.m3u8,200,playlist
19.15,http://media4.tripsmarter.com:1935/LiveTV/NOTVHD/playlist.m3u8,200,playlist
19.39,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV09.m3u8,200,playlist
21.09,https://d25w9q07b2mtmw.cloudfront.net/live/master_5.m3u8,200,playlist
21.5,https://cbsn-us.cbsnstream.cbsnews.com/out/v1/55a8648e8f134e82a470f83d562deeca/master_24.m3u8,200,playlist
21.66,https://streaming-live-fcdn.api.prd.univisionnow.com/wltv/wltv.isml/hls/wltv.m3u8,200,playlist
22.14,https://cbsn-us.cbsnstream.cbsnews.com/out/v1/55a8648e8f134e82a470f83d562deeca/master_21.m3u8,200,playlist
22.36,https://cdn6.163189.xyz/163189/as,200,playlist
22.75,https://lineup.cbsivideo.com/playout/c1ed69db-6b71-4581-a937-a70ab4089f8a/index.m3u8,200,playlist
22.77,https://d25w9q07b2mtmw.cloudfront.net/live/master_1.m3u8,200,playlist
22.92,https://cdn3.wowza.com/5/RGtVZkFxL3FOQkxX/LWU/ngrp:lwu.stream_all/playlist.m3u8,200,playlist
23.1,https://lotus.stingray.com/manifest/classica-cla008-montreal/samsungtvplus/ab2001ec-760a-3ffc-94e5-f8a15e702859/5711200/manifest.m3u8,200,playlist
23.37,https://d25w9q07b2mtmw.cloudfront.net/live/master_4.m3u8,200,playlist
23.68,https://d25w9q07b2mtmw.cloudfront.net/live/master_2.m3u8,200,playlist
24.04,https://streaming-live-fcdn.api.prd.univisionnow.com/kmex/kmex.isml/hls/kmex.m3u8,200,playlist
24.3,http://mytv.cdn.loc.cc/o12.php?id=fct,200,playlist
24.37,https://streaming-live-fcdn.api.prd.univisionnow.com/wfut/wfut.isml/hls/wfut.m3u8,200,playlist
24.39,https://newidco-newkid-1-eu.plex.wurl.tv/2000.m3u8,200,playlist
24.42,https://edge-f.swagit.com/live/glendaleaz/live-1-a-1/playlist.m3u8,200,playlist
24.65,http://media.smc-host.com:1935/csat.tv/smil:csat.smil/playlist.m3u8,200,playlist
24.79,https://streaming-live-fcdn.api.prd.univisionnow.com/kuvn/kuvn.isml/hls/kuvn.m3u8,200,playlist
25.41,https://lightning-now80s-samsungnz.amagi.tv/playlist360p.m3u8,200,playlist
26.01,https://newidco-newkid-1-eu.plex.wurl.tv/3000.m3u8,200,playlist
26.21,https://newidco-newkid-1-eu.plex.wurl.tv/4300.m3u8,200,playlist
27.61,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV02.m3u8,200,playlist
27.82,https://d25w9q07b2mtmw.cloudfront.net/live/master_6.m3u8,200,playlist
27.95,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV78.m3u8,200,playlist
28.04,https://bec-spin-1-us.plex.wurl.tv/2000.m3u8,200,playlist
28.4,https://amg00453-reuters-amg00453c1-xumo-us-2073.playouts.now.amagi.tv/reuters-reuters-hls/playlist720p.m3u8,200,playlist
28.81,http://media3.smc-host.com:1935/elbesharagtv.com/gtv.smil/playlist.m3u8,200,playlist
29.08,https://newidco-newkid-1-eu.plex.wurl.tv/1200.m3u8,200,playlist
29.74,https://allanf181.github.io/adaptive-streams/streams/kr/OBSGyeonginTV.m3u8,200,playlist
29.96,http://media.smc-host.com:1935/alhorreya.tv/mp4:alhorreya3/playlist.m3u8,200,playlist
30.79,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8,200,playlist
31.05,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv058,200,playlist
31.25,https://streaming-live-fcdn.api.prd.univisionnow.com/kftr/kftr.isml/hls/kftr.m3u8,200,playlist
31.36,https://bec-spin-1-us.plex.wurl.tv/1200.m3u8,200,playlist
31.53,https://rmtv.akamaized.net/hls/live/2043153/rmtv-es-web/bitrate_3.m3u8,200,playlist
32.13,https://townnews.g-mana.live/media/a54a6409-5e91-46f0-9fee-06904c1fd094/main.m3u8,200,playlist
32.69,https://bec-spin-1-us.plex.wurl.tv/3000.m3u8,200,playlist
32.97,https://amg00353-amg00353c36-xumo-us-3803.playouts.now.amagi.tv/playlist.m3u8,200,playlist
33.27,https://cmc-ono.amagi.tv/playlist360_p.m3u8,200,playlist
33.77,https://livecdn.use1-0004.jwplive.com/live/sites/Yal8cmyO/media/yfFI83Xz/live.isml/.m3u8,200,playlist
33.93,https://fffffff110156200.tvustream.com:8298/ryfy.m3u8,200,playlist
34.74,https://qvc-amd-live.akamaized.net/hls/live/2034113/lshsn1us/master.m3u8,200,playlist
34.88,https://amg00453-reuters-amg00453c1-xumo-us-2073.playouts.now.amagi.tv/reuters-reuters-hls/playlist240P.m3u8,200,playlist
35.04,https://bec-spin-1-us.plex.wurl.tv/512.m3u8,200,playlist
35.79,https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_4_1064000.m3u8,200,playlist
35.82,https://dwamdstream102.akamaized.net/hls/live/2015525/dwstream102/stream05/streamPlaylist.m3u8,200,playlist
35.9,https://xykt-fix.github.io/Y77.m3u8,200,playlist
36.15,https://mediaprod1.nowcast.cc:5443/LiveApp/streams/anZPy7eaVWLyDMZB1697488814699.m3u8,200,playlist
36.16,https://townnews.g-mana.live/media/14d1fd2c-0548-4803-80ad-6657831a7981/main.m3u8,200,playlist
36.2,https://bec-spin-1-us.plex.wurl.tv/4300.m3u8,200,playlist
36.53,https://townnews.g-mana.live/media/e6909128-cd42-4690-8340-4b8a49455666/main.m3u8,200,playlist
36.68,https://edge-f.swagit.com/live/chinohillsca/live-1-a/playlist.m3u8,200,playlist
36.71,https://propee33f9c2.airspace-cdn.cbsivideo.com/index.m3u8,200,playlist
36.82,https://streaming-live-fcdn.api.prd.univisionnow.com/wxtv/wxtv.isml/hls/wxtv.m3u8,200,playlist
36.91,https://raw.githubusercontent.com/Cx4x/6/refs/heads/main/iiqy.m3u,200,playlist
36.91,https://townnews.g-mana.live/media/c8c354e0-672f-4368-a17d-a862ee98af4a/main.m3u8,200,playlist
37.07,http://media3.smc-host.com:1935/cycnow.com/smil:cyc.smil/playlist.m3u8,200,playlist
37.22,https://wurlsonypicturestv.global.transmit.live/hls/68deeb1c0238cda82df543dd/v1/spt_sonykal_1/lg_us/latest/main/hls/playlist.m3u8,200,playlist
37.29,https://fastly.live.brightcove.com/6386790908112/eu-central-1/5377161796001/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJob3N0IjoiZXJmajYzLmVncmVzcy53YzQ3bTEiLCJhY2NvdW50X2lkIjoiNTM3NzE2MTc5NjAwMSIsImVobiI6ImZhc3RseS5saXZlLmJyaWdodGNvdmUuY29tIiwiaXNzIjoiYmxpdmUtcGxheWJhY2stc291cmNlLWFwaSIsInN1YiI6InBhdGhtYXB0b2tlbiIsImF1ZCI6WyI1Mzc3MTYxNzk2MDAxIl0sImp0aSI6IjYzODY3OTA5MDgxMTIifQ._w5c3EwfnEecDCEpDaKuVz07uuEyUb3vXvQN3svv-oU/chunklist.m3u8,200,playlist
37.51,https://edge-f.swagit.com/live/fernandinabeachfl/live-1-a/playlist.m3u8,200,playlist
37.59,https://reflect-communitytv.cablecast.tv/live-5/live/stream-3/live.m3u8,200,playlist
37.78,https://abc-news-dmd-streams-1.akamaized.net/out/v1/701126012d044971b3fa89406a440133/index_7.m3u8,200,playlist
38.01,https://tv2.fastcast4u.com:3943/stream/play.m3u8,200,playlist
39.05,https://1621590671.rsc.cdn77.org/HLS/BILLIARDTV.m3u8,200,playlist
39.19,https://na.linear.zype.com/bf94f9f4-383c-40e0-9d49-279a4f33ab8d/f29b8836-d990-4c8d-b421-192a8f43edc4-zype/manifest.m3u8,200,playlist
39.28,https://amg00788-cbc-amg00788c4-xumo-us-3045.playouts.now.amagi.tv/master576P.m3u8,200,playlist
39.67,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV12.m3u8,200,playlist
39.79,https://lotus.stingray.com/manifest/djazz-djaads-montreal/samsungtvplus/73e02e1d-5121-3c33-b4f9-5fe1cc759880/5711200/manifest.m3u8,200,playlist
40.0,https://v.iill.top/tw/Golf-Plus/index.m3u8,200,playlist
40.03,https://a3f1b2.kylintv.tv/live/tvbshd_iphone.m3u8,200,playlist
40.13,https://fast-channels.sinclairstoryline.com/CHARGE/index.m3u8,200,playlist
40.39,https://qvc-amd-live.akamaized.net/hls/live/2034113/lsqvc2us/master.m3u8,200,playlist
40.43,https://lineup.cbsivideo.com/playout/8877a7d5-b094-4ac8-bc72-75a5fed68e5b/index.m3u8,200,playlist
40.52,https://stream.swagit.com/live-edge/whiteplainsny/smil:std-4x3-1-b/playlist.m3u8,200,playlist
40.56,https://abcnews-streams.akamaized.net/hls/live/2023565/abcnewshudson6/master_4000.m3u8,200,playlist
40.61,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv055,200,playlist
40.95,https://1657061170.rsc.cdn77.org/HLS/FTF-LINEAR.m3u8,200,playlist
40.99,http://vodcdn.video.taobao.com/oss/ali-video/1d02cf8794a542c930fbf210c0a4e3e7/video.m3u8,200,playlist
41.02,https://cbsn-mia.cbsnstream.cbsnews.com/out/v1/ac174b7938264d24ae27e56f6584bca0/master.m3u8,200,playlist
41.04,https://o11.163189.xyz/stream/live/tvbc/,200,playlist
41.32,https://tv2.fastcast4u.com:3238/live/radiotelebostonlive.m3u8,200,playlist
41.62,https://wurl120sports.global.transmit.live/hls/679a907dce42a042c23ace37/v1/stadium_gracenote/samsung_us/latest/main/hls/playlist.m3u8,200,playlist
41.62,https://livecdn.use1-0004.jwplive.com/live/sites/Yal8cmyO/media/fCGf6ROk/live.isml/.m3u8,200,playlist
41.65,https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_0_3564000.m3u8,200,playlist
41.89,https://pb-k5p02dtnr2162.akamaized.net/LiveNOW_from_FOX.m3u8,200,playlist
42.3,https://mediaserver.abnvideos.com/streams/abnurdu.m3u8,200,playlist
42.46,https://58cc65c534c67.streamlock.net/alkarmatv.com/alkarmapa.smil/playlist.m3u8,200,playlist
42.48,https://o11.163189.xyz/stream/tvb/fct4k/,200,playlist
42.55,http://tvcdn.stream3.hndt.com/tv/65c4a6d5017e1000b2b6ea2500000000_transios/playlist.m3u8?wsSecret=b6fa5e9d1a895c9025a54dbf243de667&wsTime=1777096864,200,playlist
42.56,http://vodcdn.video.taobao.com/oss/ali-video/1905c60363f40cea52f342ec59132da0/video.m3u8,200,playlist
42.64,http://vodcdn.video.taobao.com/oss/ali-video/2ea2890443421f58665a7fdf0a297265/video.m3u8,200,playlist
42.73,http://vodcdn.video.taobao.com/oss/ali-video/99c8f1df6d5686d99e4adc1e6caed7b7/video.m3u8,200,playlist
42.76,https://qvc-amd-live.akamaized.net/hls/live/2034113/lsqvc5us/master.m3u8,200,playlist
42.84,https://lotus.stingray.com/manifest/cmusic-cme004-montreal/samsungtvplus/master.m3u8,200,playlist
43.02,https://alt-al.otteravision.com/alt/al/al.m3u8,200,playlist
43.18,https://v.iill.top/tw/Golf-Channel/index.m3u8,200,playlist
43.34,https://cbsn-us.cbsnstream.cbsnews.com/out/v1/55a8648e8f134e82a470f83d562deeca/master.m3u8,200,playlist
43.38,https://amg00056-amg00056c13-rakuten-es-3246.playouts.now.amagi.tv/playlist.m3u8,200,playlist
44.0,https://stream-us-east-1.getpublica.com/playlist.m3u8?network_id=50,200,playlist
44.03,http://vodcdn.video.taobao.com/oss/ali-video/6079de4355c45a42073ead75954c1b2f/video.m3u8,200,playlist
44.07,http://cdn6.163189.xyz/163189/8tv,200,playlist
44.09,https://allanf181.github.io/adaptive-streams/streams/kr/SBSTV.m3u8,200,playlist
44.09,https://lotus.stingray.com/manifest/cmusic-cme004-montreal/samsungtvplus/dee3e3af-2706-3e77-a952-91b99f6d1819/3291200/manifest.m3u8,200,playlist
44.18,https://wurlrifftrax.global.transmit.live/hls/68222b9cbe836edbe6f39e74/playlist.m3u8,200,playlist
44.3,https://d3ehq1uaxory6w.cloudfront.net/out/v1/35c05f080f4e49a4b4eb031b5a14e505/TVG2index_2.m3u8,200,playlist
44.38,http://vodcdn.video.taobao.com/oss/ali-video/6b406c70e3007a5c66a2085c39b13d80/video.m3u8,200,playlist
44.38,https://qvc-amd-live.akamaized.net/hls/live/2034113/lsqvc1us/master.m3u8,200,playlist
44.48,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV32.m3u8,200,playlist
44.53,http://vodcdn.video.taobao.com/oss/ali-video/c28acbe36530da595b04161855bba004/video.m3u8,200,playlist
44.67,https://stream.ads.ottera.tv/playlist.m3u8?network_id=269,200,playlist
44.77,http://vodcdn.video.taobao.com/oss/ali-video/a4e5b03f0ce8a9b20cea95e6ff3ce25a/video.m3u8,200,playlist
44.87,https://v.iill.top/tw/Trendsport-Channel/index.m3u8,200,playlist
44.93,https://edge-f.swagit.com/live/miamibeachfl/live-1-a/playlist.m3u8,200,playlist
44.95,https://xumo-xumoent-ch839-d5ey0.fast.nbcuni.com/live/master.m3u8,200,playlist
45.04,http://vodcdn.video.taobao.com/oss/ali-video/5997fdd5c8b241b7b2995ae6da3bc8f8/1458294379/video.m3u8.m3u8,200,playlist
45.05,http://vodcdn.video.taobao.com/oss/ali-video/c041d5ed45716d7d73233244b528eed6/video.m3u8,200,playlist
45.05,http://arabic-livews.cgtn.com/hls/LSveq57bErWLinBnxosqjisZ220802LSTefTAS9zc9mpU08y3np9TH220802cd.m3u8,200,playlist
45.29,http://vodcdn.video.taobao.com/oss/ali-video/1675208d8b5f0f0d8ce09236f4068dfe/video.m3u8,200,playlist
45.36,https://dwamdstream104.akamaized.net/hls/live/2015530/dwstream104/stream04/streamPlaylist.m3u8,200,playlist
45.43,http://cdn6.163189.xyz/163189/ch5,200,playlist
45.45,https://5d658d7e9f562.streamlock.net/alfadytv.tv/alfadytv.smil/playlist.m3u8,200,playlist
45.54,http://vodcdn.video.taobao.com/oss/ali-video/092bc3fac8ea013544a1dda61de41e58/video.m3u8,200,playlist
45.56,http://vodcdn.video.taobao.com/oss/ali-video/fd87aea7bc293a5930b8a64c752df476/video.m3u8,200,playlist
45.57,http://vodcdn.video.taobao.com/oss/ali-video/fce8631e2287d0c7ac98595060ab6e4c/video.m3u8,200,playlist
45.58,https://live.corusdigitaldev.com/groupd/live/49a91e7f-1023-430f-8d66-561055f3d0f7/live.isml/.m3u8,200,playlist
45.58,http://vodcdn.video.taobao.com/oss/ali-video/8be8f7d28d4f2c7ce759d431f0d3181b/video.m3u8,200,playlist
45.63,http://cdn6.163189.xyz/163189/amty,200,playlist
45.71,https://cbsn-ny.cbsnstream.cbsnews.com/out/v1/ec3897d58a9b45129a77d67aa247d136/master.m3u8,200,playlist
45.72,http://vodcdn.video.taobao.com/oss/ali-video/e1e0b88e5c6d40d7176f353d41aac985/video.m3u8,200,playlist
45.93,http://vodcdn.video.taobao.com/oss/ali-video/ed5aed790e002b229c9a8870e900f985/video.m3u8,200,playlist
45.98,https://lotus.stingray.com/manifest/djazz-djaads-montreal/samsungtvplus/73e02e1d-5121-3c33-b4f9-5fe1cc759880/3291200/manifest.m3u8,200,playlist
46.0,https://raw.githubusercontent.com/iptv-org/iptv/master/streams/cn.m3u,200,playlist
46.03,http://vodcdn.video.taobao.com/oss/ali-video/11b6273898b6a1b1da34e646264cd036/video.m3u8,200,playlist
46.04,http://vodcdn.video.taobao.com/oss/ali-video/76fe6eb28aee716783f2a47ba8a15e5a/video.m3u8,200,playlist
46.1,https://lotus.stingray.com/manifest/djazz-djaads-montreal/samsungtvplus/73e02e1d-5121-3c33-b4f9-5fe1cc759880/1020800/manifest.m3u8,200,playlist
46.13,https://58cc65c534c67.streamlock.net/alkarmatv.com/alkarmame1.smil/playlist.m3u8,200,playlist
46.26,http://vodcdn.video.taobao.com/oss/ali-video/0191a1eb6017684a3641a51d32c9633a/video.m3u8,200,playlist
46.28,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV16.m3u8,200,playlist
46.3,https://o11.163189.xyz/stream/live/hlt/,200,playlist
46.31,https://amg00353-amg00353c35-xumo-us-3804.playouts.now.amagi.tv/playlist.m3u8,200,playlist
46.37,http://vodcdn.video.taobao.com/oss/ali-video/2a4e61d4bba6b712bd5638fd508e85a5/video.m3u8,200,playlist
46.39,https://58cc65c534c67.streamlock.net/alkarmatv.com/alkarmaNA2.smil/playlist.m3u8,200,playlist
46.54,https://mediaserver.abnvideos.com/streams/abnbiblemovies.m3u8,200,playlist
46.57,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV03.m3u8,200,playlist
46.67,http://vodcdn.video.taobao.com/oss/ali-video/e6f2953419f904065dc2ce38efc85515/video.m3u8,200,playlist
46.7,https://lotus.stingray.com/manifest/djazz-djaads-montreal/samsungtvplus/73e02e1d-5121-3c33-b4f9-5fe1cc759880/1751200/manifest.m3u8,200,playlist
46.89,http://vodcdn.video.taobao.com/oss/ali-video/5e463c16339f3dd6839e6a7d2074915c/video.m3u8,200,playlist
46.95,https://lotus.stingray.com/manifest/qello-qello001-montreal/samsungtvplus/f3b3b889-e519-3156-810f-18850e58a304/1020800/manifest.m3u8,200,playlist
46.97,http://cdn6.163189.xyz/163189/fhzx,200,playlist
47.0,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV26.m3u8,200,playlist
47.02,http://vodcdn.video.taobao.com/oss/ali-video/f176658a3f974aecd5ce3df456092835/video.m3u8,200,playlist
47.07,https://mediaserver.abnvideos.com/streams/abnafghanistan.m3u8,200,playlist
47.12,https://amg00788-cbc-amg00788c4-xumo-us-3045.playouts.now.amagi.tv/master1080P.m3u8,200,playlist
47.13,https://townnews.g-mana.live/media/4efc62fa-ad0b-445c-a839-4d1e7636988e/main.m3u8,200,playlist
47.14,https://stream.swagit.com/live-edge/hastingsonhudsonny/smil:std-4x3-1-a/playlist.m3u8,200,playlist
47.17,http://vodcdn.video.taobao.com/oss/ali-video/4f31a4692aae0974dbc82a95d23339f4/video.m3u8,200,playlist
47.26,http://vodcdn.video.taobao.com/oss/ali-video/0b56ad556e887a9be35d496d318a7565/video.m3u8,200,playlist
47.31,https://abc-news-dmd-streams-1.akamaized.net/out/v1/701126012d044971b3fa89406a440133/index_5.m3u8,200,playlist
47.37,https://o11.163189.xyz/stream/live/aod/,200,playlist
47.39,http://vodcdn.video.taobao.com/oss/ali-video/b0f458650135c68f1b88ea7667eec629/video.m3u8,200,playlist
47.42,https://a3f1b2.kylintv.tv/live/pxinhd_iphone.m3u8,200,playlist
47.56,https://lotus.stingray.com/manifest/djazz-djaads-montreal/samsungtvplus/master.m3u8,200,playlist
47.58,http://vodcdn.video.taobao.com/oss/ali-video/a30020a6cd9ce2a8b387e029f9c5365c/video.m3u8,200,playlist
47.63,https://mediaserver.abnvideos.com/streams/abntvindia.m3u8,200,playlist
47.65,http://vodcdn.video.taobao.com/oss/ali-video/7506ddfc8f692a7cda1b2ef73531f78b/video.m3u8,200,playlist
47.78,http://vodcdn.video.taobao.com/oss/ali-video/1dcf180669ab98697e49c4c9b5f76cd7/video.m3u8,200,playlist
47.84,https://amg00453-reuters-amg00453c1-xumo-us-2073.playouts.now.amagi.tv/reuters-reuters-hls/playlist576P.m3u8,200,playlist
47.9,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8,200,playlist
48.08,http://vodcdn.video.taobao.com/oss/ali-video/7f567e1159256a099f3de8f1fdda2db0/video.m3u8,200,playlist
48.21,https://video.oct.dc.gov/out/u/DCN.m3u8,200,playlist
48.28,https://cdn6.163189.xyz/163189/fhhk,200,playlist
48.3,https://lotus.stingray.com/manifest/naturescape-a003-montreal/samsungtvplus/master.m3u8,200,playlist
48.33,https://lotus.stingray.com/manifest/classica-cla008-montreal/samsungtvplus/master.m3u8,200,playlist
48.78,https://lowa8026-cmyk.github.io/iptv/WGAL-DT3/index.m3u8,200,playlist
48.81,http://vodcdn.video.taobao.com/oss/ali-video/e18dd3abfada11fb6faf26a521084343/video.m3u8,200,playlist
48.85,https://qvcuk-live.akamaized.net/hls/live/2097112/qvc/3/3.m3u8,200,playlist
