央视频道,#genre#
海南卫视,http://120.234.187.66:10086/rtp/239.10.0.165:1025
海南卫视,http://120.234.187.66:10086/rtp/239.11.0.172:1025
海南卫视,http://120.234.187.66:10086/rtp/239.20.0.155:2108
海南卫视,http://120.234.187.66:10086/rtp/239.21.0.134:3880
山东卫视,http://120.234.187.66:10086/rtp/239.10.0.182:1025
山东卫视,http://120.234.187.66:10086/rtp/239.10.0.56:1025
山东卫视,http://120.234.187.66:10086/rtp/239.11.0.205:1025
山东卫视,http://120.234.187.66:10086/rtp/239.20.0.172:2142
山东卫视,http://120.234.187.66:10086/rtp/239.20.0.88:3048
山东卫视,http://120.234.187.66:10086/rtp/239.21.0.171:4032
天津卫视,http://120.234.187.66:10086/rtp/239.10.0.181:1025
天津卫视,http://120.234.187.66:10086/rtp/239.20.0.171:2140
重庆卫视,http://120.234.187.66:10086/rtp/239.10.0.205:1025
重庆卫视,http://120.234.187.66:10086/rtp/239.20.0.195:2188
东南卫视,http://120.234.187.66:10086/rtp/239.10.0.77:1025
东南卫视,http://120.234.187.66:10086/rtp/239.20.0.58:3168
甘肃卫视,http://120.234.187.66:10086/rtp/239.10.0.169:1025
甘肃卫视,http://120.234.187.66:10086/rtp/239.11.0.175:1025
甘肃卫视,http://120.234.187.66:10086/rtp/239.20.0.159:2116
甘肃卫视,http://120.234.187.66:10086/rtp/239.21.0.141:3908
广西卫视,http://120.234.187.66:10086/rtp/239.10.0.246:1025
广西卫视,http://120.234.187.66:10086/rtp/239.20.0.15:3344
贵州卫视,http://120.234.187.66:10086/rtp/239.10.0.222:1025
贵州卫视,http://120.234.187.66:10086/rtp/239.20.0.212:2222
河北卫视,http://120.234.187.66:10086/rtp/239.10.0.79:1025
河北卫视,http://120.234.187.66:10086/rtp/239.20.0.56:3176
黑龙江卫视,http://120.234.187.66:10086/rtp/239.10.0.133:1025
黑龙江卫视,http://120.234.187.66:10086/rtp/239.20.0.123:2044
河南卫视,http://120.234.187.66:10086/rtp/239.10.0.154:1025
河南卫视,http://120.234.187.66:10086/rtp/239.11.0.94:1025
河南卫视,http://120.234.187.66:10086/rtp/239.20.0.144:2086
河南卫视,http://120.234.187.66:10086/rtp/239.21.0.104:3756
湖北卫视,http://120.234.187.66:10086/rtp/239.10.0.134:1025
湖北卫视,http://120.234.187.66:10086/rtp/239.20.0.124:2046
江西卫视,http://120.234.187.66:10086/rtp/239.10.0.148:1025
江西卫视,http://120.234.187.66:10086/rtp/239.10.0.80:1025
江西卫视,http://120.234.187.66:10086/rtp/239.20.0.138:2074
江西卫视,http://120.234.187.66:10086/rtp/239.20.0.55:3180
吉林卫视,http://120.234.187.66:10086/rtp/239.10.0.81:1025
吉林卫视,http://120.234.187.66:10086/rtp/239.20.0.54:3184
内蒙古卫视,http://120.234.187.66:10086/rtp/239.10.0.163:1025
内蒙古卫视,http://120.234.187.66:10086/rtp/239.20.0.153:2104
宁夏卫视,http://120.234.187.66:10086/rtp/239.10.0.166:1025
宁夏卫视,http://120.234.187.66:10086/rtp/239.11.0.199:1025
宁夏卫视,http://120.234.187.66:10086/rtp/239.20.0.156:2110
宁夏卫视,http://120.234.187.66:10086/rtp/239.21.0.165:4008
山西卫视,http://120.234.187.66:10086/rtp/239.10.0.162:1025
山西卫视,http://120.234.187.66:10086/rtp/239.20.0.152:2102
陕西卫视,http://120.234.187.66:10086/rtp/239.10.0.161:1025
陕西卫视,http://120.234.187.66:10086/rtp/239.20.0.151:2100
四川卫视,http://120.234.187.66:10086/rtp/239.10.0.204:1025
四川卫视,http://120.234.187.66:10086/rtp/239.11.0.204:1025
四川卫视,http://120.234.187.66:10086/rtp/239.20.0.194:2186
四川卫视,http://120.234.187.66:10086/rtp/239.21.0.170:4028
新疆卫视,http://120.234.187.66:10086/rtp/239.10.0.168:1025
新疆卫视,http://120.234.187.66:10086/rtp/239.11.0.197:1025
新疆卫视,http://120.234.187.66:10086/rtp/239.20.0.158:2114
新疆卫视,http://120.234.187.66:10086/rtp/239.21.0.163:4000
云南卫视,http://120.234.187.66:10086/rtp/239.10.0.155:1025
云南卫视,http://120.234.187.66:10086/rtp/239.11.0.171:1025
云南卫视,http://120.234.187.66:10086/rtp/239.20.0.145:2088
云南卫视,http://120.234.187.66:10086/rtp/239.21.0.133:3876
厦门卫视,http://120.234.187.66:10086/rtp/239.10.0.178:1025
厦门卫视,http://120.234.187.66:10086/rtp/239.20.0.168:2134
青海卫视,http://120.234.187.66:10086/rtp/239.10.0.164:1025
青海卫视,http://120.234.187.66:10086/rtp/239.11.0.179:1025
青海卫视,http://120.234.187.66:10086/rtp/239.20.0.154:2106
青海卫视,http://120.234.187.66:10086/rtp/239.21.0.144:3920
西藏卫视,http://120.234.187.66:10086/rtp/239.10.0.167:1025
西藏卫视,http://120.234.187.66:10086/rtp/239.11.0.196:1025
西藏卫视,http://120.234.187.66:10086/rtp/239.20.0.157:2112
西藏卫视,http://120.234.187.66:10086/rtp/239.21.0.162:3996
兵团卫视,http://120.234.187.66:10086/rtp/239.10.0.170:1025
兵团卫视,http://120.234.187.66:10086/rtp/239.11.0.198:1025
兵团卫视,http://120.234.187.66:10086/rtp/239.20.0.160:2118
兵团卫视,http://120.234.187.66:10086/rtp/239.21.0.164:4004
延边卫视,http://120.234.187.66:10086/rtp/239.10.0.140:1025
延边卫视,http://120.234.187.66:10086/rtp/239.20.0.51:3216
三沙卫视,http://120.234.187.66:10086/rtp/239.10.0.83:1025
三沙卫视,http://120.234.187.66:10086/rtp/239.11.0.177:1025
三沙卫视,http://120.234.187.66:10086/rtp/239.20.0.52:3192
三沙卫视,http://120.234.187.66:10086/rtp/239.21.0.143:3916
大湾区卫视,http://120.234.187.66:10086/rtp/239.10.0.135:1025
大湾区卫视,http://120.234.187.66:10086/rtp/239.11.0.78:1025
大湾区卫视,http://120.234.187.66:10086/rtp/239.20.0.125:2048
大湾区卫视,http://120.234.187.66:10086/rtp/239.21.0.84:3676
卡酷动画,http://120.234.187.66:10086/rtp/239.10.0.172:1025
卡酷动画,http://120.234.187.66:10086/rtp/239.20.0.162:2122
少儿动漫,http://120.234.187.66:10086/rtp/239.10.0.18:1025
少儿动漫,http://120.234.187.66:10086/rtp/239.20.0.238:2274
金鹰卡通,http://120.234.187.66:10086/rtp/239.10.0.173:1025
金鹰卡通,http://120.234.187.66:10086/rtp/239.11.0.125:1025
金鹰卡通,http://120.234.187.66:10086/rtp/239.20.0.163:2124
金鹰卡通,http://120.234.187.66:10086/rtp/239.21.0.115:3804
嘉佳卡通,http://120.234.187.66:10086/rtp/239.10.0.129:1025
嘉佳卡通,http://120.234.187.66:10086/rtp/239.10.0.200:1025
嘉佳卡通,http://120.234.187.66:10086/rtp/239.20.0.119:2036
嘉佳卡通,http://120.234.187.66:10086/rtp/239.21.0.94:3716
数字频道,#genre#
国学频道,http://120.234.187.66:10086/rtp/239.10.0.38:1025
国学频道,http://120.234.187.66:10086/rtp/239.20.0.247:2292
发现之旅,http://120.234.187.66:10086/rtp/239.11.0.182:1025
发现之旅,http://120.234.187.66:10086/rtp/239.21.0.151:3948
环球奇观,http://120.234.187.66:10086/rtp/239.10.0.36:1025
环球奇观,http://120.234.187.66:10086/rtp/239.20.0.245:2288
老故事,http://120.234.187.66:10086/rtp/239.10.0.33:1025
老故事,http://120.234.187.66:10086/rtp/239.20.0.227:2252
书画频道,http://120.234.187.66:10086/rtp/239.11.0.174:1025
书画频道,http://120.234.187.66:10086/rtp/239.21.0.140:3904
IPTV频道,http://120.234.187.66:10086/rtp/239.10.0.10:1025
IPTV频道,http://120.234.187.66:10086/rtp/239.10.0.11:1025
IPTV频道,http://120.234.187.66:10086/rtp/239.10.0.8:1025
IPTV频道,http://120.234.187.66:10086/rtp/239.10.0.9:1025
IPTV频道,http://120.234.187.66:10086/rtp/239.20.0.228:2254
IPTV频道,http://120.234.187.66:10086/rtp/239.20.0.229:2256
IPTV频道,http://120.234.187.66:10086/rtp/239.20.0.230:2258
IPTV频道,http://120.234.187.66:10086/rtp/239.20.0.231:2260
电影频道,#genre#
科幻电影,http://120.234.187.66:10086/rtp/239.10.0.12:1025
科幻电影,http://120.234.187.66:10086/rtp/239.20.0.232:2262
经典电影,http://120.234.187.66:10086/rtp/239.10.0.13:1025
经典电影,http://120.234.187.66:10086/rtp/239.20.0.233:2264
教育频道,#genre#
中国教育1,http://120.234.187.66:10086/rtp/239.10.0.223:1025
中国教育1,http://120.234.187.66:10086/rtp/239.20.0.213:2224
中国教育2,http://120.234.187.66:10086/rtp/239.11.0.35:1025
中国教育2,http://120.234.187.66:10086/rtp/239.21.0.46:3524
中国教育4,http://120.234.187.66:10086/rtp/239.11.0.176:1025
中国教育4,http://120.234.187.66:10086/rtp/239.11.0.36:1025
中国教育4,http://120.234.187.66:10086/rtp/239.21.0.142:3912
中国教育4,http://120.234.187.66:10086/rtp/239.21.0.47:3528
早期教育,http://120.234.187.66:10086/rtp/239.11.0.100:1025
早期教育,http://120.234.187.66:10086/rtp/239.21.0.106:3764
CGTN,http://120.234.187.66:10086/rtp/239.10.0.196:1025
CGTN,http://120.234.187.66:10086/rtp/239.11.0.103:1025
CGTN,http://120.234.187.66:10086/rtp/239.11.0.104:1025
CGTN,http://120.234.187.66:10086/rtp/239.20.0.186:2170
CGTN,http://120.234.187.66:10086/rtp/239.21.0.109:3776
CGTN,http://120.234.187.66:10086/rtp/239.21.0.110:3780
CGTN法语,http://120.234.187.66:10086/rtp/239.11.0.106:1025
CGTN法语,http://120.234.187.66:10086/rtp/239.21.0.112:3788
CGTN俄语,http://120.234.187.66:10086/rtp/239.11.0.108:1025
CGTN俄语,http://120.234.187.66:10086/rtp/239.21.0.114:3796
CGTN阿语,http://120.234.187.66:10086/rtp/239.11.0.107:1025
CGTN阿语,http://120.234.187.66:10086/rtp/239.21.0.113:3792
CGTN西语,http://120.234.187.66:10086/rtp/239.11.0.105:1025
CGTN西语,http://120.234.187.66:10086/rtp/239.21.0.111:3800
华东地区,#genre#
山东教育,http://120.234.187.66:10086/rtp/239.10.0.176:1025
山东教育,http://120.234.187.66:10086/rtp/239.20.0.166:2130
华中地区,#genre#
金鹰纪实,http://120.234.187.66:10086/rtp/239.10.0.206:1025
金鹰纪实,http://120.234.187.66:10086/rtp/239.20.0.196:2190
华南地区,#genre#
广东体育,http://120.234.187.66:10086/rtp/239.10.0.113:1025
广东体育,http://120.234.187.66:10086/rtp/239.10.0.124:1025
广东体育,http://120.234.187.66:10086/rtp/239.10.0.47:1025
广东体育,http://120.234.187.66:10086/rtp/239.20.0.103:2004
广东体育,http://120.234.187.66:10086/rtp/239.20.0.114:2026
广东体育,http://120.234.187.66:10086/rtp/239.20.0.97:3012
广东珠江,http://120.234.187.66:10086/rtp/239.10.0.121:1025
广东珠江,http://120.234.187.66:10086/rtp/239.10.0.62:1025
广东珠江,http://120.234.187.66:10086/rtp/239.10.0.63:1025
广东珠江,http://120.234.187.66:10086/rtp/239.20.0.111:2020
广东珠江,http://120.234.187.66:10086/rtp/239.20.0.63:3148
广东珠江,http://120.234.187.66:10086/rtp/239.20.0.64:3144
广东影视,http://120.234.187.66:10086/rtp/239.10.0.127:1025
广东影视,http://120.234.187.66:10086/rtp/239.11.0.79:1025
广东影视,http://120.234.187.66:10086/rtp/239.20.0.117:2032
广东影视,http://120.234.187.66:10086/rtp/239.21.0.85:3680
广东少儿,http://120.234.187.66:10086/rtp/239.10.0.128:1025
广东少儿,http://120.234.187.66:10086/rtp/239.11.0.81:1025
广东少儿,http://120.234.187.66:10086/rtp/239.20.0.118:2034
广东少儿,http://120.234.187.66:10086/rtp/239.21.0.87:3688
广东新闻,http://120.234.187.66:10086/rtp/239.10.0.122:1025
广东新闻,http://120.234.187.66:10086/rtp/239.10.0.199:1025
广东新闻,http://120.234.187.66:10086/rtp/239.20.0.112:2022
广东新闻,http://120.234.187.66:10086/rtp/239.21.0.93:3712
岭南戏曲,http://120.234.187.66:10086/rtp/239.10.0.125:1025
岭南戏曲,http://120.234.187.66:10086/rtp/239.11.0.180:1025
岭南戏曲,http://120.234.187.66:10086/rtp/239.20.0.115:2028
岭南戏曲,http://120.234.187.66:10086/rtp/239.21.0.147:3932
其他频道,#genre#
中学生,http://120.234.187.66:10086/rtp/239.11.0.173:1025
中学生,http://120.234.187.66:10086/rtp/239.21.0.139:3900
南方购物,http://120.234.187.66:10086/rtp/239.10.0.126:1025
南方购物,http://120.234.187.66:10086/rtp/239.20.0.116:2030
南方购物-精选,http://120.234.187.66:10086/rtp/239.11.0.95:1025
南方购物-精选,http://120.234.187.66:10086/rtp/239.21.0.105:3760
咪咕-赛事000,http://120.234.187.66:10086/rtp/239.11.0.14:1025
咪咕-赛事1,http://120.234.187.66:10086/rtp/239.10.0.87:1025
咪咕-赛事1,http://120.234.187.66:10086/rtp/239.20.0.45:3224
咪咕-赛事10,http://120.234.187.66:10086/rtp/239.11.0.1:1025
咪咕-赛事10,http://120.234.187.66:10086/rtp/239.21.0.10:3380
咪咕-赛事11,http://120.234.187.66:10086/rtp/239.11.0.2:1025
咪咕-赛事11,http://120.234.187.66:10086/rtp/239.21.0.11:3384
咪咕-赛事12,http://120.234.187.66:10086/rtp/239.11.0.3:1025
咪咕-赛事12,http://120.234.187.66:10086/rtp/239.21.0.12:3388
咪咕-赛事13,http://120.234.187.66:10086/rtp/239.11.0.4:1025
咪咕-赛事13,http://120.234.187.66:10086/rtp/239.21.0.13:3392
咪咕-赛事14,http://120.234.187.66:10086/rtp/239.11.0.5:1025
咪咕-赛事14,http://120.234.187.66:10086/rtp/239.21.0.14:3396
咪咕-赛事15,http://120.234.187.66:10086/rtp/239.11.0.6:1025
咪咕-赛事15,http://120.234.187.66:10086/rtp/239.21.0.15:3400
咪咕-赛事16,http://120.234.187.66:10086/rtp/239.11.0.7:1025
咪咕-赛事16,http://120.234.187.66:10086/rtp/239.21.0.16:3404
咪咕-赛事17,http://120.234.187.66:10086/rtp/239.11.0.8:1025
咪咕-赛事17,http://120.234.187.66:10086/rtp/239.21.0.17:3408
咪咕-赛事18,http://120.234.187.66:10086/rtp/239.11.0.9:1025
咪咕-赛事18,http://120.234.187.66:10086/rtp/239.21.0.18:3412
咪咕-赛事19,http://120.234.187.66:10086/rtp/239.11.0.10:1025
咪咕-赛事19,http://120.234.187.66:10086/rtp/239.21.0.19:3416
咪咕-赛事2,http://120.234.187.66:10086/rtp/239.10.0.88:1025
咪咕-赛事2,http://120.234.187.66:10086/rtp/239.20.0.44:3228
咪咕-赛事20,http://120.234.187.66:10086/rtp/239.11.0.11:1025
咪咕-赛事20,http://120.234.187.66:10086/rtp/239.21.0.20:3420
咪咕-赛事21,http://120.234.187.66:10086/rtp/239.11.0.12:1025
咪咕-赛事21,http://120.234.187.66:10086/rtp/239.21.0.21:3424
咪咕-赛事22,http://120.234.187.66:10086/rtp/239.11.0.13:1025
咪咕-赛事22,http://120.234.187.66:10086/rtp/239.21.0.22:3428
咪咕-赛事23,http://120.234.187.66:10086/rtp/239.11.0.18:1025
咪咕-赛事23,http://120.234.187.66:10086/rtp/239.21.0.29:3456
咪咕-赛事24,http://120.234.187.66:10086/rtp/239.11.0.19:1025
咪咕-赛事24,http://120.234.187.66:10086/rtp/239.21.0.30:3460
咪咕-赛事25,http://120.234.187.66:10086/rtp/239.11.0.20:1025
咪咕-赛事25,http://120.234.187.66:10086/rtp/239.21.0.31:3464
咪咕-赛事26,http://120.234.187.66:10086/rtp/239.11.0.21:1025
咪咕-赛事26,http://120.234.187.66:10086/rtp/239.21.0.32:3468
咪咕-赛事27,http://120.234.187.66:10086/rtp/239.11.0.22:1025
咪咕-赛事27,http://120.234.187.66:10086/rtp/239.21.0.33:3472
咪咕-赛事3,http://120.234.187.66:10086/rtp/239.10.0.89:1025
咪咕-赛事3,http://120.234.187.66:10086/rtp/239.20.0.43:3232
咪咕-赛事4,http://120.234.187.66:10086/rtp/239.10.0.247:1025
咪咕-赛事4,http://120.234.187.66:10086/rtp/239.20.0.14:3348
咪咕-赛事5,http://120.234.187.66:10086/rtp/239.10.0.248:1025
咪咕-赛事5,http://120.234.187.66:10086/rtp/239.20.0.13:3352
咪咕-赛事6,http://120.234.187.66:10086/rtp/239.10.0.249:1025
咪咕-赛事6,http://120.234.187.66:10086/rtp/239.20.0.12:3356
咪咕-赛事7,http://120.234.187.66:10086/rtp/239.10.0.250:1025
咪咕-赛事7,http://120.234.187.66:10086/rtp/239.20.0.11:3360
咪咕-赛事8,http://120.234.187.66:10086/rtp/239.10.0.251:1025
咪咕-赛事8,http://120.234.187.66:10086/rtp/239.20.0.10:3364
咪咕-赛事9,http://120.234.187.66:10086/rtp/239.10.0.252:1025
咪咕-赛事9,http://120.234.187.66:10086/rtp/239.20.0.09:3368
咪咕五大联赛4K-1,http://120.234.187.66:10086/rtp/239.10.0.68:1025
咪咕五大联赛4K-1,http://120.234.187.66:10086/rtp/239.20.0.66:3136
广东民生,http://120.234.187.66:10086/rtp/239.10.0.123:1025
广东民生,http://120.234.187.66:10086/rtp/239.11.0.80:1025
广东民生,http://120.234.187.66:10086/rtp/239.20.0.113:2024
广东民生,http://120.234.187.66:10086/rtp/239.21.0.86:3684
收视指南,http://120.234.187.66:10086/rtp/239.10.0.20:1025
收视指南,http://120.234.187.66:10086/rtp/239.20.0.240:2278
汽摩,http://120.234.187.66:10086/rtp/239.10.0.232:1025
汽摩,http://120.234.187.66:10086/rtp/239.20.0.222:2242
热播剧场,http://120.234.187.66:10086/rtp/239.10.0.15:1025
热播剧场,http://120.234.187.66:10086/rtp/239.20.0.235:2268
爱体育,http://120.234.187.66:10086/rtp/239.10.0.17:1025
